conssourceid,description,primarycare,ae,op,hospital
100637,Telephone,1,,,
100638,Telephone,1,,,
100639,Telephone,1,,,
100640,Telephone,1,,,
100645,Telephone,1,,,
101167,GP Practice,1,,,
101189,Telephone,1,,,
101190,Telephone,1,,,
101191,Telephone,1,,,
101192,Telephone,1,,,
101193,Telephone,1,,,
101194,Telephone,1,,,
101195,Telephone,1,,,
101196,Telephone,1,,,
101197,Telephone,1,,,
101198,Telephone,1,,,
101199,Telephone,1,,,
101200,Telephone,1,,,
101201,Telephone,1,,,
101202,Telephone,1,,,
101203,Telephone,1,,,
101204,Telephone,1,,,
101205,Telephone,1,,,
101206,Telephone,1,,,
101207,Telephone,1,,,
101208,Telephone,1,,,
101212,Telephone,1,,,
101213,Telephone,1,,,
101214,Telephone,1,,,
101360,Telephone,1,,,
101361,Telephone,1,,,
101362,Telephone,1,,,
101363,Telephone,1,,,
101364,Telephone,1,,,
101365,Telephone,1,,,
101366,Telephone,1,,,
101367,Telephone,1,,,
101368,Telephone,1,,,
101369,Telephone,1,,,
101370,Telephone,1,,,
101371,Telephone,1,,,
101372,Telephone,1,,,
101373,Telephone,1,,,
101374,Telephone,1,,,
101375,Telephone,1,,,
101376,Telephone,1,,,
101377,Telephone,1,,,
101378,Telephone,1,,,
101379,Telephone,1,,,
101406,GP Practice,1,,,
101620,Telephone,1,,,
101621,Telephone,1,,,
101622,Telephone,1,,,
101623,Telephone,1,,,
101624,Telephone,1,,,
101626,Telephone,1,,,
101627,Telephone,1,,,
101628,Telephone,1,,,
101640,Telephone,1,,,
102109,GP Practice,1,,,
102167,Telephone,1,,,
102168,Telephone,1,,,
102169,Telephone,1,,,
102170,Telephone,1,,,
102171,Telephone,1,,,
102172,Telephone,1,,,
102173,Telephone,1,,,
102174,Telephone,1,,,
102175,Telephone,1,,,
102176,Telephone,1,,,
102177,Telephone,1,,,
102178,Telephone,1,,,
102179,Telephone,1,,,
102181,Telephone,1,,,
102182,Telephone,1,,,
102183,Telephone,1,,,
102184,Telephone,1,,,
102185,Telephone,1,,,
102186,Telephone,1,,,
102187,Telephone,1,,,
102188,Telephone,1,,,
102189,Telephone,1,,,
102190,Telephone,1,,,
102191,Telephone,1,,,
102192,Telephone,1,,,
102193,Telephone,1,,,
102194,Telephone,1,,,
102195,Telephone,1,,,
102199,Telephone,1,,,
102850,GP Practice,1,,,
102950,GP Practice,1,,,
103005,Telephone,1,,,
103006,Telephone,1,,,
103007,Telephone,1,,,
103008,Telephone,1,,,
103009,Telephone,1,,,
103010,Telephone,1,,,
103011,Telephone,1,,,
103012,Telephone,1,,,
103013,Telephone,1,,,
103014,Telephone,1,,,
103015,Telephone,1,,,
103016,Telephone,1,,,
103017,Telephone,1,,,
103018,Telephone,1,,,
103019,Telephone,1,,,
103020,Telephone,1,,,
103021,Telephone,1,,,
103022,Telephone,1,,,
103023,Telephone,1,,,
103024,Telephone,1,,,
103025,Telephone,1,,,
103026,Telephone,1,,,
103027,Telephone,1,,,
103028,Telephone,1,,,
103029,Telephone,1,,,
103030,Telephone,1,,,
103031,Telephone,1,,,
103032,Telephone,1,,,
103033,Telephone,1,,,
103034,Telephone,1,,,
103035,Telephone,1,,,
103037,Telephone,1,,,
103038,Telephone,1,,,
103039,Telephone,1,,,
103040,Telephone,1,,,
103043,Telephone,1,,,
103045,Telephone,1,,,
103046,Telephone,1,,,
103047,Telephone,1,,,
103049,Telephone,1,,,
103058,GP Practice,1,,,
103454,GP Practice,1,,,
103456,GP Practice,1,,,
103513,Telephone,1,,,
103514,Telephone,1,,,
103515,Telephone,1,,,
103516,Telephone,1,,,
103517,Telephone,1,,,
103518,Telephone,1,,,
103519,Telephone,1,,,
103520,Telephone,1,,,
103521,Telephone,1,,,
103522,Telephone,1,,,
103523,Telephone,1,,,
103524,Telephone,1,,,
103525,Telephone,1,,,
103526,Telephone,1,,,
103527,Telephone,1,,,
103528,Telephone,1,,,
103529,Telephone,1,,,
103530,Telephone,1,,,
103531,Telephone,1,,,
103532,Telephone,1,,,
103533,Telephone,1,,,
103534,Telephone,1,,,
103535,Telephone,1,,,
103536,Telephone,1,,,
103538,Telephone,1,,,
103539,Telephone,1,,,
103540,Telephone,1,,,
104004,GP Practice,1,,,
104049,GP Practice,1,,,
104217,Telephone,1,,,
104218,Telephone,1,,,
104219,Telephone,1,,,
104220,Telephone,1,,,
104221,Telephone,1,,,
104222,Telephone,1,,,
104223,Telephone,1,,,
104224,Telephone,1,,,
104225,Telephone,1,,,
104226,Telephone,1,,,
104227,Telephone,1,,,
104228,Telephone,1,,,
104229,Telephone,1,,,
104230,Telephone,1,,,
104231,Telephone,1,,,
104232,Telephone,1,,,
104233,Telephone,1,,,
104234,Telephone,1,,,
104235,Telephone,1,,,
104236,Telephone,1,,,
104237,Telephone,1,,,
104238,Telephone,1,,,
104239,Telephone,1,,,
104240,Telephone,1,,,
104241,Telephone,1,,,
104242,Telephone,1,,,
104243,Telephone,1,,,
104244,Telephone,1,,,
104245,Telephone,1,,,
104246,Telephone,1,,,
104247,Telephone,1,,,
104248,Telephone,1,,,
104585,GP Practice,1,,,
104773,Telephone,1,,,
104774,Telephone,1,,,
104775,Telephone,1,,,
104776,Telephone,1,,,
104777,Telephone,1,,,
104778,Telephone,1,,,
104779,Telephone,1,,,
104780,Telephone,1,,,
104781,Telephone,1,,,
104782,Telephone,1,,,
104783,Telephone,1,,,
104784,Telephone,1,,,
104785,Telephone,1,,,
104786,Telephone,1,,,
104787,Telephone,1,,,
104788,Telephone,1,,,
104789,Telephone,1,,,
104790,Telephone,1,,,
104791,Telephone,1,,,
104792,Telephone,1,,,
104793,Telephone,1,,,
104794,Telephone,1,,,
104795,Telephone,1,,,
104796,Telephone,1,,,
104797,Telephone,1,,,
104798,Telephone,1,,,
104799,Telephone,1,,,
104800,Telephone,1,,,
104801,Telephone,1,,,
104802,Telephone,1,,,
104803,Telephone,1,,,
104804,Telephone,1,,,
104805,Telephone,1,,,
104806,Telephone,1,,,
104807,Telephone,1,,,
104808,Telephone,1,,,
104811,Telephone,1,,,
104812,Telephone,1,,,
104814,Telephone,1,,,
104823,GP Practice,1,,,
104959,GP Practice,1,,,
104987,GP Practice,1,,,
105052,GP Practice,1,,,
105122,GP Practice,1,,,
106196,GP Practice,1,,,
106556,GP Practice,1,,,
106656,GP Practice,1,,,
106831,Telephone,1,,,
106832,Telephone,1,,,
106833,Telephone,1,,,
106834,Telephone,1,,,
106835,Telephone,1,,,
106836,Telephone,1,,,
106837,Telephone,1,,,
106838,Telephone,1,,,
106839,Telephone,1,,,
106840,Telephone,1,,,
106841,Telephone,1,,,
106842,Telephone,1,,,
106843,Telephone,1,,,
106844,Telephone,1,,,
106846,Telephone,1,,,
106847,Telephone,1,,,
106848,Telephone,1,,,
106849,Telephone,1,,,
106850,Telephone,1,,,
106851,Telephone,1,,,
106852,Telephone,1,,,
106854,Telephone,1,,,
106856,Telephone,1,,,
106893,Telephone,1,,,
106894,Telephone,1,,,
106895,Telephone,1,,,
106896,Telephone,1,,,
106897,Telephone,1,,,
106898,Telephone,1,,,
106899,Telephone,1,,,
106900,Telephone,1,,,
106901,Telephone,1,,,
106902,Telephone,1,,,
106903,Telephone,1,,,
106904,Telephone,1,,,
106905,Telephone,1,,,
106906,Telephone,1,,,
106907,Telephone,1,,,
106908,Telephone,1,,,
106909,Telephone,1,,,
106910,Telephone,1,,,
106911,Telephone,1,,,
106912,Telephone,1,,,
106913,Telephone,1,,,
106914,Telephone,1,,,
106915,Telephone,1,,,
106916,Telephone,1,,,
106917,Telephone,1,,,
106918,Telephone,1,,,
106919,Telephone,1,,,
106920,Telephone,1,,,
106921,Telephone,1,,,
106922,Telephone,1,,,
106924,Telephone,1,,,
106925,Telephone,1,,,
106928,Telephone,1,,,
107231,GP Practice,1,,,
107368,Telephone,1,,,
107369,Telephone,1,,,
107370,Telephone,1,,,
107371,Telephone,1,,,
107372,Telephone,1,,,
107373,Telephone,1,,,
107375,Telephone,1,,,
107376,Telephone,1,,,
107377,Telephone,1,,,
107378,Telephone,1,,,
107379,Telephone,1,,,
107380,Telephone,1,,,
107381,Telephone,1,,,
107382,Telephone,1,,,
107383,Telephone,1,,,
107384,Telephone,1,,,
107385,Telephone,1,,,
107386,Telephone,1,,,
107387,Telephone,1,,,
107388,Telephone,1,,,
107389,Telephone,1,,,
107390,Telephone,1,,,
107391,Telephone,1,,,
107392,Telephone,1,,,
107393,Telephone,1,,,
107394,Telephone,1,,,
107395,Telephone,1,,,
107396,Telephone,1,,,
107397,Telephone,1,,,
107398,Telephone,1,,,
107399,Telephone,1,,,
107401,Telephone,1,,,
107846,Telephone,1,,,
107847,Telephone,1,,,
107848,Telephone,1,,,
107849,Telephone,1,,,
107850,Telephone,1,,,
107851,Telephone,1,,,
107852,Telephone,1,,,
107853,Telephone,1,,,
107854,Telephone,1,,,
107855,Telephone,1,,,
107856,Telephone,1,,,
107857,Telephone,1,,,
107858,Telephone,1,,,
107859,Telephone,1,,,
107861,Telephone,1,,,
107862,Telephone,1,,,
107863,Telephone,1,,,
107864,Telephone,1,,,
107865,Telephone,1,,,
107866,Telephone,1,,,
107867,Telephone,1,,,
107868,Telephone,1,,,
107869,Telephone,1,,,
107870,Telephone,1,,,
107871,Telephone,1,,,
107872,Telephone,1,,,
107873,Telephone,1,,,
107877,GP Practice,1,,,
108272,GP Practice,1,,,
108812,Telephone,1,,,
108813,Telephone,1,,,
108814,Telephone,1,,,
108815,Telephone,1,,,
108816,Telephone,1,,,
108817,Telephone,1,,,
108818,Telephone,1,,,
108819,Telephone,1,,,
108820,Telephone,1,,,
108821,Telephone,1,,,
108822,Telephone,1,,,
108823,Telephone,1,,,
108824,Telephone,1,,,
108825,Telephone,1,,,
108826,Telephone,1,,,
108827,Telephone,1,,,
108828,Telephone,1,,,
108829,Telephone,1,,,
108830,Telephone,1,,,
108831,Telephone,1,,,
108832,Telephone,1,,,
108833,Telephone,1,,,
108834,Telephone,1,,,
108835,Telephone,1,,,
108836,Telephone,1,,,
108997,Telephone,1,,,
108998,Telephone,1,,,
108999,Telephone,1,,,
109000,Telephone,1,,,
109001,Telephone,1,,,
109002,Telephone,1,,,
109003,Telephone,1,,,
109004,Telephone,1,,,
109005,Telephone,1,,,
109006,Telephone,1,,,
109007,Telephone,1,,,
109008,Telephone,1,,,
109009,Telephone,1,,,
109010,Telephone,1,,,
109011,Telephone,1,,,
109012,Telephone,1,,,
109013,Telephone,1,,,
109014,Telephone,1,,,
109015,Telephone,1,,,
109016,Telephone,1,,,
109017,Telephone,1,,,
109018,Telephone,1,,,
109019,Telephone,1,,,
109020,Telephone,1,,,
109021,Telephone,1,,,
109022,Telephone,1,,,
109023,Telephone,1,,,
109030,GP Practice,1,,,
109137,GP Practice,1,,,
109183,Telephone,1,,,
109184,Telephone,1,,,
109185,Telephone,1,,,
109186,Telephone,1,,,
109187,Telephone,1,,,
109188,Telephone,1,,,
109189,Telephone,1,,,
109190,Telephone,1,,,
109193,GP Practice,1,,,
109228,Telephone,1,,,
109229,Telephone,1,,,
109230,Telephone,1,,,
109231,Telephone,1,,,
109232,Telephone,1,,,
109233,Telephone,1,,,
109234,Telephone,1,,,
109235,Telephone,1,,,
109236,Telephone,1,,,
109237,Telephone,1,,,
109238,Telephone,1,,,
109239,Telephone,1,,,
109240,Telephone,1,,,
109241,Telephone,1,,,
109242,Telephone,1,,,
109243,Telephone,1,,,
109244,Telephone,1,,,
109245,Telephone,1,,,
109246,Telephone,1,,,
109247,Telephone,1,,,
109248,Telephone,1,,,
109249,Telephone,1,,,
109250,Telephone,1,,,
109251,Telephone,1,,,
109252,Telephone,1,,,
109253,Telephone,1,,,
109254,Telephone,1,,,
109255,Telephone,1,,,
109256,Telephone,1,,,
109258,Telephone,1,,,
109278,Diabetic Clinic,1,,,
109322,Telephone,1,,,
109323,Telephone,1,,,
109324,Telephone,1,,,
109325,Telephone,1,,,
109326,Telephone,1,,,
109327,Telephone,1,,,
109328,Telephone,1,,,
109329,Telephone,1,,,
109330,Telephone,1,,,
109331,Telephone,1,,,
109332,Telephone,1,,,
109333,Telephone,1,,,
109334,Telephone,1,,,
109335,Telephone,1,,,
109336,Telephone,1,,,
109337,Telephone,1,,,
109339,Telephone,1,,,
109340,Telephone,1,,,
109341,Telephone,1,,,
109342,Telephone,1,,,
109343,Telephone,1,,,
109344,Telephone,1,,,
109345,Telephone,1,,,
109346,Telephone,1,,,
109347,Telephone,1,,,
109348,Telephone,1,,,
109365,GP Practice,1,,,
109366,Accident & Emergency,,1,,
109367,Accident & Emergency,,1,,
109368,Accident & Emergency,,1,,
109369,Accident & Emergency,,1,,
109370,Accident & Emergency,,1,,
109371,Accident & Emergency,,1,,
109530,Accident & Emergency,,1,,
109571,GP Practice,1,,,
109647,GP Practice,1,,,
109910,GP Practice,1,,,
109934,GP Practice,1,,,
110084,GP Practice,1,,,
110437,GP Practice,1,,,
110753,GP Practice,1,,,
111722,GP Practice,1,,,
111723,GP Practice,1,,,
111734,GP Practice,1,,,
111735,GP Practice,1,,,
111739,GP Practice,1,,,
111741,GP Practice,1,,,
111742,GP Practice,1,,,
111743,GP Practice,1,,,
111744,GP Practice,1,,,
111745,GP Practice,1,,,
111747,GP Practice,1,,,
111748,GP Practice,1,,,
111750,GP Practice,1,,,
111760,GP Practice,1,,,
111763,GP Practice,1,,,
111767,GP Practice,1,,,
111773,GP Practice,1,,,
111775,GP Practice,1,,,
111781,GP Practice,1,,,
111791,GP Practice,1,,,
111795,GP Practice,1,,,
111796,GP Practice,1,,,
111797,GP Practice,1,,,
111810,GP Practice,1,,,
111817,GP Practice,1,,,
111821,GP Practice,1,,,
111822,GP Practice,1,,,
111825,GP Practice,1,,,
111828,GP Practice,1,,,
111845,GP Practice,1,,,
111883,GP Practice,1,,,
111893,GP Practice,1,,,
111966,GP Practice,1,,,
111967,Accident & Emergency,,1,,
111983,GP Practice,1,,,
112039,GP Practice,1,,,
112086,GP Practice,1,,,
112106,Accident & Emergency,,1,,
112175,GP Practice,1,,,
112185,GP Practice,1,,,
112264,GP Practice,1,,,
112268,Telephone,1,,,
112339,GP Practice,1,,,
112349,GP Practice,1,,,
112411,GP Practice,1,,,
112433,Accident & Emergency,,1,,
112599,GP Practice,1,,,
112603,GP Practice,1,,,
112611,GP Practice,1,,,
112614,GP Practice,1,,,
112667,Surgery,1,,,
112668,Surgery,1,,,
112669,Surgery,1,,,
112674,Accident & Emergency,,1,,
112860,Surgery,1,,,
112893,Surgery,1,,,
112933,Surgery,1,,,
112939,Telephone,1,,,
112941,GP Practice,1,,,
112946,GP Practice,1,,,
112961,GP Practice,1,,,
112962,GP Practice,1,,,
112984,Clinic,1,,,
113077,GP Practice,1,,,
113079,GP Practice,1,,,
113087,Accident & Emergency,,1,,
113105,GP Practice,1,,,
113134,GP Practice,1,,,
113330,Accident & Emergency,,1,,
113505,Telephone,1,,,
113538,Surgery,1,,,
113552,Telephone,1,,,
113558,GP Practice,1,,,
113803,Telephone,1,,,
113923,GP Practice,1,,,
113987,Telephone,1,,,
113988,GP Practice,1,,,
113998,GP Practice,1,,,
114008,GP Practice,1,,,
114025,Community Clinic,1,,,
114026,GP Practice,1,,,
114034,GP Practice,1,,,
114041,GP Practice,1,,,
114110,GP Practice,1,,,
114191,GP Practice,1,,,
114217,GP Surgery,1,,,
114292,GP Practice,1,,,
114298,GP Practice,1,,,
114363,GP Practice,1,,,
114403,GP Practice,1,,,
114428,GP Practice,1,,,
114436,GP Practice,1,,,
114459,GP Practice,1,,,
114473,GP Practice,1,,,
114519,GP Practice,1,,,
114520,GP Practice,1,,,
114522,GP Practice,1,,,
114523,GP Practice,1,,,
114527,GP Practice,1,,,
114528,GP Practice,1,,,
114529,GP Practice,1,,,
114531,GP Practice,1,,,
114532,GP Practice,1,,,
114533,GP Practice,1,,,
114537,GP Practice,1,,,
114540,GP Practice,1,,,
114542,GP Practice,1,,,
114543,GP Practice,1,,,
114545,GP Practice,1,,,
114547,GP Practice,1,,,
114548,GP Practice,1,,,
114549,GP Practice,1,,,
114562,GP Practice,1,,,
114563,GP Practice,1,,,
114581,GP Practice,1,,,
114590,GP Practice,1,,,
114621,GP Practice,1,,,
114624,GP Practice,1,,,
114649,GP Practice,1,,,
114755,GP Practice,1,,,
114930,Telephone,1,,,
115003,GP Practice,1,,,
115048,Telephone,1,,,
115104,GP Practice,1,,,
115124,GP Practice,1,,,
115488,GP Practice,1,,,
115514,GP Surgery,1,,,
115526,Telephone Consultation,1,,,
115757,GP Practice,1,,,
115924,Telephone,1,,,
115925,Telephone,1,,,
115959,GP Practice,1,,,
116077,GP Practice,1,,,
116147,Telephone call to a patient,1,,,
116370,Accident & Emergency,,1,,
116770,GP Practice,1,,,
116803,Telephone,1,,,
116951,GP Practice,1,,,
116972,GP Practice,1,,,
117004,GP Practice,1,,,
117007,GP Practice,1,,,
165237,GP Practice,1,,,
165284,GP Practice,1,,,
165736,GP Practice,1,,,
166619,Accident & Emergency,,1,,
166836,Accident & Emergency,,1,,
167303,Accident & Emergency,,1,,
167503,GP Practice,1,,,
167698,Accident & Emergency,,1,,
167883,Accident & Emergency,,1,,
167917,GP Practice,1,,,
168177,GP Practice,1,,,
168419,Seen in GPs surgery,1,,,
168795,Accident & Emergency,,1,,
169214,Accident & Emergency,,1,,
169355,Accident & Emergency,,1,,
169485,Accident & Emergency,,1,,
169889,Accident & Emergency,,1,,
170090,Accident & Emergency,,1,,
170195,Accident & Emergency,,1,,
170835,Accident & Emergency,,1,,
171463,Accident & Emergency,,1,,
171509,Accident & Emergency,,1,,
171903,Accident & Emergency,,1,,
172193,Accident & Emergency,,1,,
172817,Accident & Emergency,,1,,
173262,Accident & Emergency,,1,,
173518,Accident & Emergency,,1,,
173606,Accident & Emergency,,1,,
173777,Telephone encounter,1,,,
173812,Telephone encounter,1,,,
173914,Accident & Emergency,,1,,
174105,Diabetic Clinic,1,,,
174208,Accident & Emergency,,1,,
174476,GP Practice,1,,,
174683,Accident & Emergency,,1,,
174837,Accident & Emergency,,1,,
175029,Accident & Emergency,,1,,
175413,Accident & Emergency,,1,,
176150,Accident & Emergency,,1,,
176264,GP Practice,1,,,
176320,Accident & Emergency,,1,,
177263,Accident & Emergency,,1,,
177382,Accident & Emergency,,1,,
177869,Accident & Emergency,,1,,
177883,Accident & Emergency,,1,,
177886,Diabetic Clinic,1,,,
178116,GP Practice,1,,,
178243,Accident & Emergency,,1,,
178364,Accident & Emergency,,1,,
178641,GP Practice,1,,,
178679,Accident & Emergency,,1,,
179369,Accident & Emergency,,1,,
179427,GP Practice,1,,,
180465,Hospital Outpatient,,,1,
181519,GP Practice,1,,,
181589,Accident & Emergency,,1,,
181981,Accident & Emergency,,1,,
182224,Accident & Emergency,,1,,
182376,Accident & Emergency,,1,,
182548,Accident & Emergency,,1,,
182675,Accident & Emergency,,1,,
182836,Accident & Emergency,,1,,
182852,Accident & Emergency,,1,,
183097,Accident & Emergency,,1,,
183267,GP Practice,1,,,
183409,Accident & Emergency,,1,,
183991,Accident & Emergency,,1,,
184418,Accident & Emergency,,1,,
184470,GP Practice,1,,,
184501,Out of Hours,1,,,
184617,Accident & Emergency,,1,,
184699,Accident & Emergency,,1,,
184734,Accident & Emergency,,1,,
185699,Diabetic Clinic,1,,,
186203,GP Practice,1,,,
186652,Accident & Emergency,,1,,
186972,GP Practice,1,,,
186998,Accident & Emergency,,1,,
187348,Seen in own home,1,,,
187391,Accident & Emergency,,1,,
187664,Accident & Emergency,,1,,
188936,Accident & Emergency,,1,,
189028,Accident & Emergency,,1,,
189037,Accident & Emergency,,1,,
189179,Accident & Emergency,,1,,
189435,Accident & Emergency,,1,,
189557,Telephone Call,1,,,
189885,Accident & Emergency,,1,,
190095,GP Practice,1,,,
190160,GP Practice,1,,,
190454,Accident & Emergency,,1,,
190462,GP Practice,1,,,
190778,Accident & Emergency,,1,,
191246,Accident & Emergency,,1,,
191268,Accident & Emergency,,1,,
191357,Accident & Emergency,,1,,
191699,Telephone encounter,1,,,
192332,Accident & Emergency,,1,,
192424,Accident & Emergency,,1,,
192643,Accident & Emergency,,1,,
192659,Telephone encounter,1,,,
192928,Accident & Emergency,,1,,
192941,Accident & Emergency,,1,,
193226,Accident & Emergency,,1,,
193318,GP Practice,1,,,
193560,Accident & Emergency,,1,,
193801,Accident & Emergency,,1,,
194216,Accident & Emergency,,1,,
194640,Accident & Emergency,,1,,
194764,Accident & Emergency,,1,,
194842,GP Practice,1,,,
194844,Accident & Emergency,,1,,
195118,Accident & Emergency,,1,,
195169,GP Practice,1,,,
195220,Seen in hospital out-pat.,,,1,
195714,Accident & Emergency,,1,,
195849,Accident & Emergency,,1,,
195902,Accident & Emergency,,1,,
196078,Accident & Emergency,,1,,
196567,GP Practice,1,,,
196718,Accident & Emergency,,1,,
196733,Accident & Emergency,,1,,
197369,GP Practice,1,,,
197634,Accident & Emergency,,1,,
197906,Accident & Emergency,,1,,
198109,Accident & Emergency,,1,,
198277,Accident & Emergency,,1,,
198535,GP Practice,1,,,
198551,Accident & Emergency,,1,,
198564,Accident & Emergency,,1,,
198891,Accident & Emergency,,1,,
198961,Accident & Emergency,,1,,
199225,Accident & Emergency,,1,,
199480,Diabetic Clinic,1,,,
199806,GP Practice,1,,,
199810,GP Practice,1,,,
199811,GP Practice,1,,,
199814,GP Practice,1,,,
199815,GP Practice,1,,,
199816,GP Practice,1,,,
199835,GP Practice,1,,,
199839,GP Practice,1,,,
199846,GP Practice,1,,,
199850,GP Practice,1,,,
199860,GP Practice,1,,,
199867,GP Practice,1,,,
199888,GP Practice,1,,,
199889,GP Practice,1,,,
199892,GP Practice,1,,,
199895,GP Practice,1,,,
199896,GP Practice,1,,,
199899,GP Practice,1,,,
199901,GP Practice,1,,,
199906,GP Practice,1,,,
199907,GP Practice,1,,,
199910,GP Practice,1,,,
199911,GP Practice,1,,,
199912,GP Practice,1,,,
199913,GP Practice,1,,,
199914,GP Practice,1,,,
199915,GP Practice,1,,,
199916,GP Practice,1,,,
199920,GP Practice,1,,,
199922,GP Practice,1,,,
199931,GP Practice,1,,,
199937,GP Practice,1,,,
199939,GP Practice,1,,,
199940,GP Practice,1,,,
199948,GP Practice,1,,,
199960,GP Practice,1,,,
199961,GP Practice,1,,,
199975,GP Practice,1,,,
199976,GP Practice,1,,,
199978,GP Practice,1,,,
199989,GP Practice,1,,,
199990,GP Practice,1,,,
199997,GP Practice,1,,,
200000,GP Practice,1,,,
200003,GP Practice,1,,,
200004,GP Practice,1,,,
200005,GP Practice,1,,,
200009,GP Practice,1,,,
200012,GP Practice,1,,,
200016,GP Practice,1,,,
200017,GP Practice,1,,,
200027,GP Practice,1,,,
200031,GP Practice,1,,,
200040,GP Practice,1,,,
200045,GP Practice,1,,,
200046,GP Practice,1,,,
200047,GP Practice,1,,,
200048,GP Practice,1,,,
200049,GP Practice,1,,,
200050,GP Practice,1,,,
200051,GP Practice,1,,,
200053,GP Practice,1,,,
200054,GP Practice,1,,,
200056,GP Practice,1,,,
200075,GP Practice,1,,,
200079,GP Practice,1,,,
200083,GP Practice,1,,,
200088,GP Practice,1,,,
200091,GP Practice,1,,,
200092,GP Practice,1,,,
200094,GP Practice,1,,,
200097,GP Practice,1,,,
200103,Accident & Emergency,,1,,
200107,GP Practice,1,,,
200110,GP Practice,1,,,
200111,GP Practice,1,,,
200113,GP Practice,1,,,
200116,GP Practice,1,,,
200117,GP Practice,1,,,
200122,GP Practice,1,,,
200125,GP Practice,1,,,
200126,GP Practice,1,,,
200127,GP Practice,1,,,
200128,GP Practice,1,,,
200129,GP Practice,1,,,
200133,GP Practice,1,,,
200135,GP Practice,1,,,
200136,GP Practice,1,,,
200137,GP Practice,1,,,
200139,GP Practice,1,,,
200177,GP Practice,1,,,
200178,GP Practice,1,,,
200183,GP Practice,1,,,
200184,GP Practice,1,,,
200188,GP Practice,1,,,
200189,GP Practice,1,,,
200190,GP Practice,1,,,
200199,GP Practice,1,,,
200200,GP Practice,1,,,
200201,GP Practice,1,,,
200203,GP Practice,1,,,
200207,GP Practice,1,,,
200208,Accident & Emergency,,1,,
200209,Accident & Emergency,,1,,
200210,Accident & Emergency,,1,,
200219,GP Practice,1,,,
200277,GP Practice,1,,,
200334,Clinic,1,,,
200442,GP Practice,1,,,
200444,GP Practice,1,,,
200456,GP Practice,1,,,
200557,Accident & Emergency,,1,,
200564,GP Practice,1,,,
200631,GP Practice,1,,,
200679,GP Practice,1,,,
200826,GP Practice,1,,,
200902,GP Practice,1,,,
200966,Telephone,1,,,
201054,GP Practice,1,,,
201184,GP Practice,1,,,
201192,Accident & Emergency,,1,,
201206,GP Practice,1,,,
201314,GP Practice,1,,,
201442,GP Practice,1,,,
201617,GP Practice,1,,,
201630,GP Practice,1,,,
201651,GP Practice,1,,,
201653,GP Practice,1,,,
201654,GP Practice,1,,,
201656,GP Practice,1,,,
201708,GP Practice,1,,,
201717,GP Practice,1,,,
201718,GP Practice,1,,,
201721,GP Practice,1,,,
201729,GP Practice,1,,,
201730,GP Practice,1,,,
201731,GP Practice,1,,,
201735,GP Practice,1,,,
201739,GP Practice,1,,,
201748,GP Practice,1,,,
201753,GP Practice,1,,,
201758,GP Practice,1,,,
201762,GP Practice,1,,,
201778,GP Practice,1,,,
201781,GP Practice,1,,,
201783,GP Practice,1,,,
201786,GP Practice,1,,,
201788,GP Practice,1,,,
201789,GP Practice,1,,,
201800,GP Practice,1,,,
201801,GP Practice,1,,,
201802,GP Practice,1,,,
201804,GP Practice,1,,,
201814,GP Practice,1,,,
201828,GP Practice,1,,,
201830,GP Practice,1,,,
201832,GP Practice,1,,,
201833,GP Practice,1,,,
201834,GP Practice,1,,,
201845,GP Practice,1,,,
201848,GP Practice,1,,,
201851,GP Practice,1,,,
201852,GP Practice,1,,,
201855,GP Practice,1,,,
201857,GP Practice,1,,,
201859,GP Practice,1,,,
201877,GP Practice,1,,,
201886,GP Practice,1,,,
201889,GP Practice,1,,,
201890,GP Practice,1,,,
201894,GP Practice,1,,,
201897,GP Practice,1,,,
201900,GP Practice,1,,,
201902,GP Practice,1,,,
201904,GP Practice,1,,,
201906,GP Practice,1,,,
201907,GP Practice,1,,,
201911,GP Practice,1,,,
201916,GP Practice,1,,,
201924,GP Practice,1,,,
201927,GP Practice,1,,,
201928,GP Practice,1,,,
201930,GP Practice,1,,,
201931,GP Practice,1,,,
201932,GP Practice,1,,,
201938,GP Practice,1,,,
201940,GP Practice,1,,,
201946,GP Practice,1,,,
201950,GP Practice,1,,,
202002,GP Practice,1,,,
202012,GP Practice,1,,,
202074,GP Practice,1,,,
202080,GP Practice,1,,,
202171,GP Practice,1,,,
202214,GP Practice,1,,,
202344,GP Practice,1,,,
202371,GP Practice,1,,,
202435,Telephone,1,,,
202437,Telephone,1,,,
202451,GP Practice,1,,,
202473,Clinic,1,,,
202500,GP Practice,1,,,
202639,GP Practice,1,,,
202731,Telephone,1,,,
202735,GP Practice,1,,,
202737,GP Practice,1,,,
202738,GP Practice,1,,,
202752,GP Practice,1,,,
202764,GP Practice,1,,,
202766,GP Practice,1,,,
202785,GP Practice,1,,,
202926,GP Practice,1,,,
203000,Clinic,1,,,
203001,Clinic,1,,,
203015,GP Practice,1,,,
203132,Telephone,1,,,
203133,Telephone,1,,,
203134,Telephone,1,,,
203135,Telephone,1,,,
203283,GP Practice,1,,,
203286,Telephone,1,,,
203289,Telephone,1,,,
203290,Telephone,1,,,
203291,Telephone,1,,,
203305,Accident & Emergency,,1,,
203333,Clinic,1,,,
203514,GP Practice,1,,,
203527,GP Practice,1,,,
203537,Accident & Emergency,,1,,
203647,Accident & Emergency,,1,,
203648,GP Practice,1,,,
203651,GP Practice,1,,,
203658,GP Practice,1,,,
